Time[s], Data[Hex]
3.08263225, 0
3.0826325, 4
3.08263275, 1
3.082632875, 3
3.082647, B
3.082686875, 1
3.082689625, 5
3.082689875, 0
3.082690125, 4
3.082690375, 1
3.082690625, 5
3.082690875, 0
3.082691125, 4
3.082691375, 0
3.082691625, 4
3.082691875, 1
3.082692125, 5
3.082692375, 0
3.082692625, 4
3.082692875, 1
3.082693125, 5
3.082693375, 1
3.0826955, 0
3.08269575, 4
3.082696, 3
3.08269625, 7
3.0826965, 2
3.082696625, 0
3.08269675, 4
3.082697, 0
3.08269725, 4
3.0826975, 0
3.08269775, 4
3.082698, 0
3.08269825, 4
3.0826985, 0
3.08269875, 4
3.082699, 0
3.08269925, 4
3.0826995, 1
3.082715, 9
3.082741125, 1
3.082743625, 0
3.082743875, 4
3.082744125, 0
3.082744375, 4
3.082744625, 0
3.082744875, 4
3.082745125, 0
3.082745375, 4
3.082745625, 0
3.082745875, 4
3.082746125, 0
3.082746375, 4
3.082746625, 0
3.082746875, 4
3.082747125, 1
3.082747375, 5
3.082747625, 1
3.0827495, 0
3.08274975, 4
3.08275, 0
3.08275025, 4
3.0827505, 0
3.08275075, 4
3.082751, 0
3.08275125, 4
3.0827515, 0
3.08275175, 4
3.082752, 2
3.08275225, 6
3.0827525, 0
3.08275275, 4
3.082753, 0
3.08275325, 4
3.0827535, 1
3.08276775, 9
3.0828075, 1
3.08281025, 5
3.0828105, 0
3.08281075, 4
3.082811, 0
3.08281125, 4
3.0828115, 0
3.08281175, 4
3.082812, 0
3.08281225, 4
3.0828125, 0
3.08281275, 4
3.082813, 0
3.08281325, 4
3.0828135, 1
3.08281375, 5
3.082814, 1
3.082816125, 0
3.082816375, 4
3.082816625, 0
3.082816875, 4
3.082817125, 0
3.082817375, 4
3.082817625, 1
3.082817875, 5
3.082818125, 0
3.082818375, 4
3.082818625, 2
3.082818875, 6
3.082819125, 0
3.082819375, 4
3.082819625, 0
3.082819875, 4
3.082820125, 1
3.082835625, 9
3.0828785, 1
3.082881, 0
3.08288125, 4
3.0828815, 0
3.08288175, 4
3.082882, 1
3.08288225, 5
3.0828825, 0
3.08288275, 4
3.082883, 0
3.08288325, 4
3.0828835, 1
3.08288375, 5
3.082884, 0
3.08288425, 4
3.0828845, 0
3.08288475, 4
3.082885, 3
3.082886875, 2
3.082887125, 6
3.082887375, 2
3.082887625, 6
3.082887875, 2
3.082888125, 6
3.082888375, 2
3.082888625, 6
3.082888875, 2
3.082889125, 6
3.082889375, 2
3.082889625, 6
3.082889875, 2
3.082890125, 6
3.082890375, 2
3.082890625, 6
3.082890875, 1
3.082905125, 9
3.082934125, 1
3.082936625, 0
3.082936875, 4
3.082937125, 0
3.082937375, 4
3.082937625, 0
3.082937875, 4
3.082938125, 0
3.082938375, 4
3.082938625, 0
3.082938875, 4
3.082939125, 0
3.082939375, 4
3.082939625, 0
3.082939875, 4
3.082940125, 1
3.082940375, 5
3.082940625, 1
3.0829425, 0
3.08294275, 4
3.082943, 0
3.08294325, 4
3.0829435, 0
3.08294375, 4
3.082944, 2
3.08294425, 6
3.0829445, 0
3.08294475, 4
3.082945, 0
3.08294525, 4
3.0829455, 0
3.08294575, 4
3.082946, 0
3.08294625, 4
3.0829465, 1
3.082960625, 9
3.08300075, 1
3.0830035, 5
3.08300375, 0
3.083004, 4
3.08300425, 0
3.0830045, 4
3.08300475, 0
3.083005, 4
3.08300525, 0
3.0830055, 4
3.08300575, 0
3.083006, 4
3.08300625, 0
3.0830065, 4
3.08300675, 1
3.083007, 5
3.08300725, 1
3.083009375, 0
3.083009625, 4
3.083009875, 0
3.083010125, 4
3.083010375, 0
3.083010625, 4
3.083010875, 2
3.083011125, 6
3.083011375, 0
3.083011625, 4
3.083011875, 1
3.083012125, 5
3.083012375, 0
3.083012625, 4
3.083012875, 0
3.083013125, 4
3.083013375, 1
3.08302875, 9
3.083078875, 1
3.083081375, 0
3.083081625, 4
3.083081875, 0
3.083082125, 4
3.083082375, 1
3.083082625, 5
3.083082875, 0
3.083083125, 4
3.083083375, 0
3.083083625, 4
3.083083875, 1
3.083084125, 5
3.083084375, 1
3.083084625, 5
3.083084875, 1
3.083085125, 5
3.083085375, 3
3.08308725, 2
3.0830875, 6
3.08308775, 0
3.083088, 4
3.08308825, 0
3.0830885, 4
3.08308875, 0
3.083089, 4
3.08308925, 0
3.0830895, 4
3.08308975, 0
3.08309, 4
3.08309025, 0
3.0830905, 4
3.08309075, 0
3.083091, 4
3.08309125, 1
3.0831055, 9
3.08314525, 1
3.083148, 5
3.08314825, 0
3.0831485, 4
3.08314875, 1
3.083149, 5
3.08314925, 0
3.0831495, 4
3.08314975, 0
3.08315, 4
3.08315025, 1
3.0831505, 5
3.08315075, 0
3.083151, 4
3.08315125, 1
3.0831515, 5
3.08315175, 1
3.083153875, 0
3.083154125, 4
3.083154375, 2
3.083154625, 6
3.083154875, 0
3.083155125, 4
3.083155375, 0
3.083155625, 4
3.083155875, 0
3.083156125, 4
3.083156375, 0
3.083156625, 4
3.083156875, 0
3.083157125, 4
3.083157375, 0
3.083157625, 4
3.083157875, 1
3.083173375, 9
3.08319325, 1
3.083195625, 5
3.083195875, 0
3.083196125, 4
3.083196375, 0
3.083196625, 4
3.083196875, 0
3.083197125, 4
3.083197375, 0
3.083197625, 4
3.083197875, 0
3.083198125, 4
3.083198375, 0
3.083198625, 4
3.083198875, 0
3.083199125, 4
3.0831995, 1
3.0832015, 0
3.08320175, 4
3.083202, 0
3.08320225, 4
3.0832025, 0
3.08320275, 4
3.083203, 0
3.08320325, 4
3.0832035, 1
3.08320375, 5
3.083204, 0
3.08320425, 4
3.0832045, 0
3.08320475, 4
3.083205, 1
3.08320525, 5
3.0832055, 1
3.083207375, 0
3.083207625, 4
3.083207875, 0
3.083208125, 4
3.083208375, 0
3.083208625, 4
3.083208875, 0
3.083209125, 4
3.083209375, 2
3.083209625, 6
3.083209875, 0
3.083210125, 4
3.083210375, 0
3.083210625, 4
3.083210875, 3
3.083211125, 7
3.083211375, 1
3.083213375, 0
3.083213625, 4
3.083213875, 0
3.083214125, 4
3.083214375, 1
3.083214625, 5
3.083214875, 1
3.083215125, 5
3.083215375, 2
3.083215625, 6
3.083215875, 1
3.083216125, 5
3.083216375, 1
3.083216625, 5
3.083216875, 3
3.083217125, 7
3.083217375, 1
3.08321925, 0
3.0832195, 4
3.08321975, 1
3.08322, 5
3.08322025, 0
3.0832205, 4
3.08322075, 0
3.083221, 4
3.08322125, 2
3.0832215, 6
3.08322175, 0
3.083222, 4
3.08322225, 0
3.0832225, 4
3.08322275, 2
3.083223, 6
3.08322325, 1
3.083226375, 0
3.083226625, 4
3.083226875, 1
3.083227125, 5
3.083227375, 0
3.083227625, 4
3.083227875, 1
3.083228125, 5
3.083228375, 2
3.083228625, 6
3.083228875, 2
3.083229, 0
3.083229125, 4
3.083229375, 1
3.083229625, 5
3.083229875, 1
3.08323, 3
3.083230125, 7
3.083230375, 3
3.0832305, 1
3.0832335, 0
3.08323375, 4
3.083234, 1
3.08323425, 5
3.0832345, 0
3.08323475, 4
3.083235, 1
3.08323525, 5
3.0832355, 2
3.08323575, 6
3.083236, 1
3.08323625, 5
3.0832365, 0
3.08323675, 4
3.083237, 2
3.08323725, 6
3.0832375, 1
3.0832405, 0
3.08324075, 4
3.083241, 1
3.08324125, 5
3.0832415, 0
3.08324175, 4
3.083242, 0
3.08324225, 4
3.0832425, 2
3.08324275, 6
3.083243, 0
3.08324325, 4
3.0832435, 0
3.08324375, 4
3.083244, 3
3.08324425, 7
3.0832445, 1
3.0832475, 0
3.08324775, 4
3.083248, 1
3.08324825, 5
3.0832485, 0
3.08324875, 4
3.083249, 1
3.08324925, 5
3.0832495, 2
3.08324975, 6
3.08325, 0
3.08325025, 4
3.0832505, 1
3.08325075, 5
3.083251, 2
3.08325125, 6
3.0832515, 1
3.0832545, 0
3.08325475, 4
3.083255, 1
3.08325525, 5
3.0832555, 0
3.08325575, 4
3.083256, 1
3.08325625, 5
3.0832565, 2
3.08325675, 6
3.083257, 1
3.08325725, 5
3.0832575, 0
3.08325775, 4
3.083258, 2
3.08325825, 6
3.0832585, 1
3.0832615, 0
3.08326175, 4
3.083262, 0
3.08326225, 4
3.0832625, 0
3.08326275, 4
3.083263, 0
3.08326325, 4
3.0832635, 0
3.083263625, 2
3.08326375, 6
3.083264, 2
3.083264125, 0
3.08326425, 4
3.0832645, 0
3.08326475, 4
3.083265, 0
3.083265125, 2
3.08326525, 6
3.0832655, 2
3.083265625, 1
3.083280375, 9
3.083338625, 1
3.083341125, 0
3.083341375, 4
3.083341625, 0
3.083341875, 4
3.083342125, 0
3.083342375, 4
3.083342625, 0
3.083342875, 4
3.083343125, 2
3.083343375, 6
3.083343625, 0
3.083343875, 4
3.083344125, 0
3.083344375, 4
3.083344625, 3
3.083344875, 7
3.083345125, 1
3.083347, 0
3.08334725, 4
3.0833475, 0
3.08334775, 4
3.083348, 0
3.08334825, 4
3.0833485, 0
3.08334875, 4
3.083349, 0
3.08334925, 4
3.0833495, 2
3.08334975, 6
3.08335, 0
3.08335025, 4
3.0833505, 0
3.08335075, 4
3.083351, 1
3.083365125, 9
3.083389375, 1
3.083392125, 5
3.083392375, 0
3.083392625, 4
3.083392875, 0
3.083393125, 4
3.083393375, 0
3.083393625, 4
3.083393875, 2
3.083394125, 6
3.083394375, 0
3.083394625, 4
3.083394875, 0
3.083395125, 4
3.083395375, 1
3.0833955, 3
3.083395625, 7
3.083395875, 3
3.083396, 1
3.083398, 0
3.08339825, 4
3.0833985, 0
3.08339875, 4
3.083399, 0
3.083399375, 4
3.083399625, 0
3.083399875, 4
3.083400125, 1
3.083400375, 5
3.083400625, 3
3.083400875, 7
3.083401125, 0
3.083401375, 4
3.083401625, 0
3.083401875, 4
3.083402125, 1
3.0834175, 9
3.0859725, 19
3.086001125, 11
3.086003625, 10
3.086003875, 14
3.086004125, 10
3.086004375, 14
3.086004625, 11
3.086004875, 15
3.086005125, 10
3.086005375, 14
3.086005625, 10
3.086005875, 14
3.086006125, 11
3.086006375, 15
3.086006625, 10
3.086006875, 14
3.086007125, 10
3.086007375, 14
3.086007625, 13
3.0860095, 12
3.08600975, 16
3.08601, 12
3.08601025, 16
3.0860105, 12
3.08601075, 16
3.086011, 12
3.08601125, 16
3.0860115, 12
3.08601175, 16
3.086012, 12
3.08601225, 16
3.0860125, 12
3.08601275, 16
3.086013, 12
3.08601325, 16
3.0860135, 11
3.086027625, 19
3.0860685, 11
3.086071, 10
3.08607125, 14
3.0860715, 10
3.08607175, 14
3.086072, 10
3.08607225, 14
3.0860725, 10
3.08607275, 14
3.086073, 10
3.08607325, 14
3.0860735, 10
3.08607375, 14
3.086074, 10
3.08607425, 14
3.0860745, 11
3.08607475, 15
3.086075, 11
3.086076875, 10
3.086077125, 14
3.086077375, 10
3.086077625, 14
3.086077875, 10
3.086078125, 14
3.086078375, 10
3.086078625, 14
3.086078875, 12
3.086079125, 16
3.086079375, 12
3.086079625, 16
3.086079875, 10
3.086080125, 14
3.086080375, 10
3.086080625, 14
3.086080875, 11
3.086095125, 19
3.0861195, 11
3.08612225, 15
3.0861225, 10
3.08612275, 14
3.086123, 10
3.08612325, 14
3.0861235, 10
3.08612375, 14
3.086124, 10
3.08612425, 14
3.0861245, 10
3.08612475, 14
3.086125, 10
3.08612525, 14
3.0861255, 11
3.08612575, 15
3.086126, 11
3.08612825, 10
3.0861285, 14
3.08612875, 10
3.086129, 14
3.08612925, 10
3.0861295, 14
3.08612975, 10
3.08613, 14
3.08613025, 12
3.0861305, 16
3.08613075, 13
3.086131, 17
3.08613125, 10
3.0861315, 14
3.08613175, 10
3.086132, 14
3.08613225, 11
3.086132375, 1
3.086147625, 9
3.086188375, 1
3.086190875, 0
3.086191125, 4
3.086191375, 0
3.086191625, 4
3.086191875, 1
3.086192125, 5
3.086192375, 0
3.086192625, 4
3.086192875, 1
3.086193, 3
3.086193125, 7
3.086193375, 2
3.0861935, 0
3.086193625, 4
3.086193875, 0
3.08619425, 4
3.0861945, 2
3.08619475, 6
3.086195, 1
3.086196875, 0
3.086197125, 4
3.086197375, 0
3.086197625, 4
3.086197875, 0
3.086198125, 4
3.086198375, 0
3.086198625, 4
3.086198875, 0
3.086199125, 4
3.086199375, 0
3.086199625, 4
3.086199875, 0
3.086200125, 4
3.086200375, 0
3.086200625, 4
3.086200875, 3
3.086215, B
3.086239375, 1
3.086242125, 5
3.086242375, 0
3.086242625, 4
3.086242875, 1
3.086243125, 5
3.086243375, 0
3.086243625, 4
3.086243875, 2
3.086244125, 6
3.086244375, 1
3.086244625, 5
3.086244875, 0
3.086245125, 4
3.086245375, 3
3.086245625, 7
3.086245875, 1
3.086248, 0
3.08624825, 4
3.0862485, 1
3.08624875, 5
3.086249, 0
3.08624925, 4
3.0862495, 0
3.08624975, 4
3.08625, 0
3.08625025, 4
3.0862505, 0
3.08625075, 4
3.086251, 0
3.08625125, 4
3.0862515, 0
3.08625175, 4
3.086252, 1
3.0862675, 9
3.0862935, 1
3.086296125, 0
3.086296375, 4
3.086296625, 0
3.086296875, 4
3.086297125, 0
3.086297375, 4
3.086297625, 0
3.086297875, 4
3.086298125, 2
3.086298375, 6
3.086298625, 0
3.086298875, 4
3.086299125, 0
3.086299375, 4
3.086299625, 3
3.086299875, 7
3.086300125, 1
3.086302, 0
3.08630225, 4
3.0863025, 0
3.08630275, 4
3.086303, 0
3.08630325, 4
3.0863035, 0
3.08630375, 4
3.086304, 0
3.08630425, 4
3.0863045, 2
3.08630475, 6
3.086305, 0
3.08630525, 4
3.0863055, 0
3.08630575, 4
3.086306, 1
3.086320125, 9
3.086344375, 1
3.086347125, 5
3.086347375, 0
3.086347625, 4
3.086347875, 0
3.086348125, 4
3.086348375, 0
3.086348625, 4
3.086348875, 2
3.086349125, 6
3.086349375, 0
3.086349625, 4
3.086349875, 0
3.086350125, 4
3.086350375, 3
3.086350625, 7
3.086350875, 1
3.086353, 0
3.08635325, 4
3.0863535, 0
3.08635375, 4
3.086354, 0
3.08635425, 4
3.0863545, 1
3.08635475, 5
3.086355, 0
3.08635525, 4
3.0863555, 2
3.08635575, 6
3.086356, 0
3.08635625, 4
3.0863565, 0
3.08635675, 4
3.086357, 1
3.0863725, 9
3.090548, 19
3.090576125, 11
3.090578625, 10
3.090578875, 14
3.090579125, 10
3.090579375, 14
3.090579625, 11
3.090579875, 15
3.090580125, 10
3.090580375, 14
3.090580625, 11
3.090580875, 15
3.090581125, 10
3.090581375, 14
3.090581625, 12
3.090581875, 16
3.090582125, 12
3.090582375, 16
3.090582625, 13
3.09058275, 11
3.0905845, 10
3.09058475, 14
3.090585, 10
3.090585125, 12
3.09058525, 16
3.0905855, 12
3.090585625, 10
3.09058575, 14
3.090586, 10
3.09058625, 14
3.0905865, 10
3.090586875, 14
3.090587125, 12
3.090587375, 16
3.090587625, 12
3.090587875, 16
3.090588125, 10
3.090588375, 14
3.090588625, 13
3.09060275, 1B
3.09063125, 11
3.09063375, 10
3.090634, 14
3.09063425, 10
3.0906345, 14
3.09063475, 10
3.090635, 14
3.09063525, 10
3.0906355, 14
3.09063575, 10
3.090636, 14
3.09063625, 10
3.0906365, 14
3.09063675, 12
3.090637, 16
3.09063725, 13
3.0906375, 17
3.09063775, 11
3.090639625, 10
3.090639875, 14
3.090640125, 10
3.090640375, 14
3.090640625, 10
3.090640875, 14
3.090641125, 12
3.090641375, 16
3.090641625, 10
3.090641875, 14
3.090642125, 10
3.090642375, 14
3.090642625, 10
3.090642875, 14
3.090643125, 10
3.090643375, 14
3.090643625, 11
3.090657875, 19
3.09068225, 11
3.090685, 15
3.09068525, 10
3.0906855, 14
3.09068575, 10
3.090686, 14
3.09068625, 10
3.090686625, 14
3.090686875, 10
3.090687125, 14
3.090687375, 10
3.090687625, 14
3.090687875, 12
3.090688125, 16
3.090688375, 13
3.090688625, 17
3.090688875, 11
3.090691, 10
3.09069125, 14
3.0906915, 10
3.09069175, 14
3.090692, 10
3.09069225, 14
3.0906925, 12
3.09069275, 16
3.090693, 10
3.09069325, 14
3.0906935, 11
3.09069375, 15
3.090694, 10
3.09069425, 14
3.0906945, 10
3.09069475, 14
3.090695, 11
3.090695125, 1
3.090710375, 9
3.09073125, 1
3.090733375, 0
3.090733625, 4
3.090733875, 0
3.090734125, 4
3.090734375, 0
3.090734625, 4
3.090734875, 0
3.090735125, 4
3.090735375, 0
3.090735625, 4
3.090735875, 0
3.090736125, 4
3.090736375, 2
3.090736625, 6
3.090736875, 2
3.090737125, 6
3.090737375, 1
3.09073925, 0
3.0907395, 4
3.09073975, 0
3.09074, 4
3.09074025, 0
3.0907405, 4
3.09074075, 0
3.090741, 4
3.09074125, 0
3.0907415, 4
3.09074175, 0
3.090742, 4
3.09074225, 2
3.0907425, 6
3.09074275, 2
3.090743, 6
3.09074325, 1
3.090746375, 0
3.090746625, 4
3.090746875, 0
3.090747125, 4
3.090747375, 2
3.090747625, 6
3.090747875, 2
3.090748125, 6
3.090748375, 0
3.090748625, 4
3.090748875, 0
3.090749, 2
3.090749125, 6
3.090749375, 2
3.090749625, 6
3.090749875, 2
3.090750125, 6
3.090750375, 3
3.0907505, 1
3.090755375, 0
3.090755625, 4
3.090755875, 0
3.090756125, 4
3.090756375, 0
3.090756625, 4
3.090756875, 0
3.090757125, 4
3.090757375, 0
3.090757625, 4
3.090757875, 0
3.090758125, 4
3.090758375, 0
3.090758625, 4
3.090758875, 2
3.090759125, 6
3.090759375, 3
3.0907615, 2
3.09076175, 6
3.090762, 0
3.09076225, 4
3.0907625, 0
3.09076275, 4
3.090763, 0
3.09076325, 4
3.0907635, 0
3.09076375, 4
3.090764, 0
3.09076425, 4
3.0907645, 0
3.09076475, 4
3.090765, 0
3.09076525, 4
3.0907655, 1
3.090784875, 9
3.090810625, 1
3.090813125, 0
3.090813375, 4
3.090813625, 2
3.090813875, 6
3.090814125, 0
3.090814375, 4
3.090814625, 2
3.090814875, 6
3.090815125, 0
3.090815375, 4
3.090815625, 0
3.090815875, 4
3.090816125, 0
3.09081625, 2
3.090816375, 6
3.090816625, 3
3.090816875, 7
3.090817125, 3
3.09081725, 1
3.090819, 0
3.09081925, 4
3.090819625, 0
3.090819875, 4
3.090820125, 0
3.090820375, 4
3.090820625, 0
3.090820875, 4
3.090821125, 0
3.090821375, 4
3.090821625, 2
3.090821875, 6
3.090822125, 0
3.090822375, 4
3.090822625, 0
3.090822875, 4
3.090823125, 1
3.09083725, 9
3.0908615, 1
3.09086425, 5
3.0908645, 2
3.09086475, 6
3.090865, 0
3.09086525, 4
3.0908655, 2
3.09086575, 6
3.090866, 0
3.09086625, 4
3.0908665, 0
3.09086675, 4
3.090867, 2
3.09086725, 6
3.0908675, 3
3.09086775, 7
3.090868, 1
3.090870125, 0
3.090870375, 4
3.090870625, 0
3.090870875, 4
3.090871125, 0
3.090871375, 4
3.090871625, 1
3.090871875, 5
3.090872125, 0
3.090872375, 4
3.090872625, 2
3.090872875, 6
3.090873125, 0
3.090873375, 4
3.090873625, 0
3.090873875, 4
3.090874125, 1
3.090889625, 9
3.090913875, 1
3.090916375, 0
3.090916625, 4
3.090916875, 0
3.090917, 2
3.090917125, 6
3.090917375, 3
3.0909175, 1
3.090917625, 5
3.090917875, 0
3.090918, 2
3.090918125, 6
3.090918375, 2
3.0909185, 0
3.090918625, 4
3.090918875, 0
3.090919, 1
3.090919125, 5
3.0909195, 2
3.09091975, 6
3.09092, 2
3.09092025, 6
3.0909205, 1
3.090922375, 0
3.090922625, 4
3.090922875, 2
3.090923125, 6
3.090923375, 0
3.090923625, 4
3.090923875, 2
3.090924125, 6
3.090924375, 2
3.090924625, 6
3.090924875, 2
3.090925125, 6
3.090925375, 2
3.090925625, 6
3.090925875, 0
3.090926125, 4
3.090926375, 1
3.0909405, 9
3.090996875, 1
3.090999375, 0
3.090999625, 4
3.090999875, 2
3.091000125, 6
3.091000375, 0
3.091000625, 4
3.091000875, 2
3.091001125, 6
3.091001375, 0
3.091001625, 4
3.091001875, 0
3.091002125, 4
3.091002375, 2
3.091002625, 6
3.091002875, 3
3.091003125, 7
3.091003375, 1
3.09100525, 0
3.0910055, 4
3.09100575, 0
3.091006, 4
3.09100625, 0
3.0910065, 4
3.09100675, 2
3.091007, 6
3.09100725, 0
3.0910075, 4
3.09100775, 0
3.091008, 4
3.09100825, 0
3.0910085, 4
3.09100875, 0
3.091009, 4
3.09100925, 1
3.0910235, 9
3.091047875, 1
3.091050625, 5
3.091050875, 0
3.091051, 2
3.091051125, 6
3.091051375, 2
3.0910515, 0
3.091051625, 4
3.091051875, 0
3.091052, 2
3.091052125, 6
3.0910525, 0
3.09105275, 4
3.091053, 0
3.09105325, 4
3.0910535, 2
3.09105375, 6
3.091054, 3
3.09105425, 7
3.0910545, 1
3.091056625, 0
3.091056875, 4
3.091057125, 0
3.091057375, 4
3.091057625, 0
3.091057875, 4
3.091058125, 2
3.091058375, 6
3.091058625, 0
3.091058875, 4
3.091059125, 1
3.091059375, 5
3.091059625, 0
3.091059875, 4
3.091060125, 0
3.091060375, 4
3.091060625, 1
3.091076, 9
3.091254125, 1
3.091256625, 0
3.091256875, 4
3.091257125, 2
3.091257375, 6
3.091257625, 0
3.091257875, 4
3.091258125, 2
3.091258375, 6
3.091258625, 0
3.091258875, 4
3.091259125, 0
3.091259375, 4
3.091259625, 2
3.091259875, 6
3.091260125, 3
3.091260375, 7
3.091260625, 1
3.0912625, 0
3.09126275, 4
3.091263, 0
3.09126325, 4
3.0912635, 0
3.09126375, 4
3.091264, 0
3.09126425, 4
3.0912645, 0
3.09126475, 4
3.091265, 2
3.09126525, 6
3.0912655, 0
3.09126575, 4
3.091266, 0
3.09126625, 4
3.0912665, 1
3.091280625, 9
3.091320375, 1
3.091323125, 5
3.091323375, 2
3.091323625, 6
3.091323875, 0
3.091324125, 4
3.091324375, 2
3.091324625, 6
3.091324875, 0
3.091325125, 4
3.091325375, 0
3.091325625, 4
3.091325875, 2
3.091326125, 6
3.091326375, 3
3.091326625, 7
3.091326875, 1
3.091329, 0
3.09132925, 4
3.0913295, 0
3.09132975, 4
3.09133, 0
3.09133025, 4
3.0913305, 0
3.09133075, 4
3.091331, 0
3.09133125, 4
3.0913315, 2
3.09133175, 6
3.091332, 0
3.09133225, 4
3.0913325, 0
3.09133275, 4
3.091333, 1
3.091348375, 9
3.0997875, B
